START_TIME,STOP_TIME,PID,SID,SENSOR_PLACEMENT,MEAN_0,STD_0,POSITIVE_AMPLITUDE_0,DOMINANT_FREQUENCY_0,DOMINANT_FREQUENCY_POWER_RATIO_0,HIGHEND_POWER_RATIO_0,AMPLITUDE_RANGE_0,ACTIVE_PERC_0,ACTIVATION_COUNT_0,ACTIVATION_STD_0,MEDIAN_ANGLES_0,MEDIAN_ANGLES_1,MEDIAN_ANGLES_2,RANGE_ANGLES_0,RANGE_ANGLES_1,RANGE_ANGLES_2
2015-09-24 14:37:32.800,2015-09-24 14:37:45.600,SPADES_1,TAS1E23150066,DT,1.075890313,0.383093078,4.310984410,0.078125000,0.203265977,0.167587143,4.102627680,1.000000000,0.000976562,0.000000000,1.614985185,2.969876272,1.739012846,0.038777847,0.117374845,0.166963753
2015-09-24 14:37:45.600,2015-09-24 14:37:58.400,SPADES_1,TAS1E23150066,DT,1.255681076,0.845992951,4.800701370,2.109375000,0.369845471,0.157957212,4.757808360,0.977539062,0.020979021,0.145752886,1.653920186,3.030866935,1.509855093,0.005541937,0.066556219,0.208352948
2015-09-24 14:37:58.400,2015-09-24 14:38:11.200,SPADES_1,TAS1E23150066,DT,1.021317500,0.012385342,1.183422993,0.000000000,0.001949318,0.774856707,0.215191653,1.000000000,0.000976562,0.000000000,1.587885361,2.981775530,1.729534376,0.051268570,0.083812961,0.099310910
2015-09-24 14:38:11.200,2015-09-24 14:38:24.000,SPADES_1,TAS1E23150066,DT,1.019858704,0.006392137,1.043691583,0.000000000,0.001949318,0.752379037,0.062244521,1.000000000,0.000976562,0.000000000,1.590185081,2.977978611,1.733147084,0.032126618,0.034404156,0.037546517
2015-09-24 14:38:24.000,2015-09-24 14:38:36.800,SPADES_1,TAS1E23150066,DT,1.019099123,0.006594166,1.051932199,0.000000000,0.001949318,0.931645077,0.058417966,1.000000000,0.000976562,0.000000000,1.579377515,2.955585843,1.756481225,0.020405307,0.014921721,0.015080687
2015-09-24 14:38:36.800,2015-09-24 14:38:49.600,SPADES_1,TAS1E23150066,DT,1.019827238,0.007702105,1.043818524,0.000000000,0.001949318,0.710804699,0.053809880,1.000000000,0.000976562,0.000000000,1.561859070,2.983918379,1.728067400,0.048031164,0.094176200,0.099979713
2015-09-24 14:38:49.600,2015-09-24 14:39:02.400,SPADES_1,TAS1E23150066,DT,1.020287847,0.010369670,1.105563440,0.000000000,0.001949318,0.913396887,0.150071863,1.000000000,0.000976562,0.000000000,1.570572713,2.983633625,1.728528878,0.023044902,0.064986170,0.065628324
2015-09-24 14:39:02.400,2015-09-24 14:39:15.200,SPADES_1,TAS1E23150066,DT,1.022260497,0.019946237,1.179608548,0.000000000,0.001949318,0.924353221,0.350880644,1.000000000,0.000976562,0.000000000,1.587103070,3.006930361,1.701593799,0.031457863,0.063899487,0.065439530
2015-09-24 14:39:15.200,2015-09-24 14:39:28.000,SPADES_1,TAS1E23150066,DT,1.307115085,0.903204359,4.718683858,2.187500000,0.437389160,0.130945728,4.698821888,0.966796875,0.031313131,0.170406584,1.637704557,3.001983067,1.453998062,0.072710042,0.040662242,0.229770287
2015-09-24 14:39:28.000,2015-09-24 14:39:40.800,SPADES_1,TAS1E23150066,DT,1.037567614,0.068579340,1.651967839,5.937500000,0.020721709,0.760215290,1.110823098,1.000000000,0.000976562,0.000000000,1.702195128,2.936603676,1.429879812,0.132604662,0.213121730,0.227012743
2015-09-24 14:39:40.800,2015-09-24 14:39:53.600,SPADES_1,TAS1E23150066,DT,1.036408298,0.112477719,1.967625301,4.218750000,0.032426430,0.785342866,1.509318353,1.000000000,0.000976562,0.000000000,1.618555559,3.067148924,1.548091920,0.062941822,0.059393995,0.141014893
2015-09-24 14:39:53.600,2015-09-24 14:40:06.400,SPADES_1,TAS1E23150066,DT,1.030212443,0.053527683,1.630271566,0.000000000,0.001949318,0.422163418,0.811702682,1.000000000,0.000976562,0.000000000,1.590536514,3.114102356,1.575480445,0.016516617,0.025003555,0.067392597
2015-09-24 14:40:06.400,2015-09-24 14:40:19.200,SPADES_1,TAS1E23150066,DT,1.026362703,0.007624690,1.082070093,0.000000000,0.001949318,0.656452750,0.099909217,1.000000000,0.000976562,0.000000000,1.730075802,2.938522268,1.695432371,0.169593437,0.214532859,0.131619343
2015-09-24 14:40:19.200,2015-09-24 14:40:32.000,SPADES_1,TAS1E23150066,DT,1.025554909,0.004371696,1.056437444,0.000000000,0.001949318,0.821766375,0.044539810,1.000000000,0.000976562,0.000000000,1.735640388,2.899155598,1.745732458,0.031830571,0.013905606,0.043494900
2015-09-24 14:40:32.000,2015-09-24 14:40:44.800,SPADES_1,TAS1E23150066,DT,1.025305775,0.018825981,1.226269737,0.000000000,0.001949318,0.885835490,0.337973436,1.000000000,0.000976562,0.000000000,1.714682419,2.883029021,1.777196801,0.072352030,0.090874068,0.094435195
2015-09-24 14:40:44.800,2015-09-24 14:40:57.600,SPADES_1,TAS1E23150066,DT,1.024352630,0.024006842,1.253695204,0.000000000,0.001949318,0.706700665,0.425663018,1.000000000,0.000976562,0.000000000,1.691869786,2.934270159,1.738258431,0.135633340,0.170977110,0.129478640
2015-09-24 14:40:57.600,2015-09-24 14:41:10.400,SPADES_1,TAS1E23150066,DT,1.027618234,0.035711607,1.339490006,0.000000000,0.001949318,0.746773918,0.595012150,1.000000000,0.000976562,0.000000000,1.622064475,3.045552222,1.633803245,0.085343006,0.053768829,0.080600382
2015-09-24 14:41:10.400,2015-09-24 14:41:23.200,SPADES_1,TAS1E23150066,DT,1.021101107,0.013448279,1.097061880,0.000000000,0.001949318,0.928668913,0.152426281,1.000000000,0.000976562,0.000000000,1.595928875,2.966740014,1.743752155,0.033141176,0.015445679,0.012068675
2015-09-24 14:41:23.200,2015-09-24 14:41:36.000,SPADES_1,TAS1E23150066,DT,1.034015651,0.085535692,1.808038020,2.109375000,0.048380628,0.502673290,1.044714140,1.000000000,0.000976562,0.000000000,1.648860901,3.050281054,1.607621093,0.086815537,0.039395630,0.120305491
